CORPORATE_IDENTIFICATION_NUMBER,Company_Name,Company_status,Company_class,Company_Category,Company_sub_category,DATE_OF_REGISTRATION,REGISTERED_STATE,AUTHORIZED_CAP,PAIDUP_CAPITAL,Industrial_Class,PRINCIPAL_BUSINESS_ACTIVITY_AS_PER_CIN,Registered_Office_Address,REGISTRAR_OF_COMPANIES,EMAIL_ADDR,Latest_Year_AR,Latest_Year_BS
U01100RJ2016PTC055370,SANJH & CHARVI AGROTECH INDIA PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,29-06-16,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","E-28, JAMNA NAGAR SODALA JAIPUR , Jaipur Unclassified RJ 302019",RoC-Jaipur,sanjhandcharvi@gmail.com,NA,NA
U01100RJ2016PTC055374,KISAANAGRO GREEN PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,29-06-16,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","House No. 165, Maan Vihar Colony Badi ka Baas, Bilwa Jaipur , Jaipur Unclassified RJ 302022",RoC-Jaipur,csmkyadav@gmail.com,NA,NA
U01100RJ2016PTC055393,SI FOODS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,01-07-16,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","23 FIRST FLOOR KUTCHERY ROAD AJMER , Ajmer Unclassified RJ 305001",RoC-Jaipur,sunilkumarjain20010@gmail.com,31-03-20,31-03-20
U01100RJ2016PTC055407,DHARMASHAKTI KISAN AGRO PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,05-07-16,Rajasthan,500000,100000,1100,"Agriculture, hunting and related service activities","FLOR MILL ASNAWAR TEH. ASNAWAR, DIST. JHALAWAR JHALAWAR , Jhalawar Unclassified RJ 326021",RoC-Jaipur,banvari.1963@gmail.com,31-03-20,31-03-20
U01100RJ2016PTC055418,BHATNERSWIDS POTATO PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,05-07-16,Rajasthan,500000,10000,1100,"Agriculture, hunting and related service activities","HOUSE NO-3/19 VPO-GILWALA, TEHSIL-TIBBI HANUMANGARH , Hanumangarh Unclassified RJ 335063",RoC-Jaipur,SHYAMTAK592@GMAIL.COM,31-03-20,31-03-20
U01100RJ2016PTC055427,PIPLASAN KISAN AGRO PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,05-07-16,Rajasthan,500000,81500,1100,"Agriculture, hunting and related service activities","ASARI FALA TH. KHERWARA, DIST. UDAIPUR UDAIPUR , Udaipur Unclassified RJ 313803",RoC-Jaipur,jajmita.devi1983@gmail.com,31-03-20,31-03-20
U01100RJ2016PTC055448,HINDOLI FARMER PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,09-07-16,Rajasthan,500000,100000,1100,"Agriculture, hunting and related service activities","C/o Ganesh Lal Saini S/o Sohan Lal saini, Property -5, Village - Jainiwash, Tehsil -Hindoli Jainiwash , Bundi Unclassified RJ 323001",RoC-Jaipur,account@isapindia.org,31-03-19,31-03-18
U01100RJ2016PTC055472,VMPM AGROSOLUTIONS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,12-07-16,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","6- BASANT VIHAR, TEKRI ROAD UDAIPUR , Udaipur Unclassified RJ 313001",RoC-Jaipur,muthasumit86@gmail.com,NA,NA
U01100RJ2016PTC055481,CHAMBAL KISAN PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,05-07-16,Rajasthan,500000,100000,1100,"Agriculture, hunting and related service activities","C/o Sh.Tulsiram S/o Sh. Ratan Lal Village - Kishanganj, Tehsil- Kishanganj Kishanganj , Baran Unclassified RJ 325216",RoC-Jaipur,account@isapindia.org,31-03-19,31-03-18
U01100RJ2016PTC055573,MRIDA SHAKTI AGROTECH PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,25-07-16,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","A-508, SIDDHARTH NAGAR NEAR JAWAHAR CIRCLE JAIPUR , Jaipur Unclassified RJ 302017",RoC-Jaipur,itcjaipur01@gmail.com,31-03-17,31-03-17
U01100RJ2016PTC055601,KHADAKWAMATA KISAN AGRO PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,27-07-16,Rajasthan,500000,90250,1100,"Agriculture, hunting and related service activities","KANABAI, REDFALA TH. KHERWARA, DIST. UDAIPUR UDAIPUR , Udaipur Unclassified RJ 313803",RoC-Jaipur,araju.devi1982@gmail.com,31-03-20,31-03-20
U01100RJ2016PTC055629,MALARNA DOONGAR AGRO FARMER PRODUCERCOMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,01-08-16,Rajasthan,500000,134150,1100,"Agriculture, hunting and related service activities","C/O KALYAN MAL S/O HABU LAL BAIRWA VILLAGE BALOLI, TH. MALARNA DOONGAR SAWAI MADHOPUR , Sawai Madhopur Unclassified RJ 322028",RoC-Jaipur,malarnadungarfpo@gmail.com,31-03-20,31-03-20
U01100RJ2016PTC055636,RAMJHAR AGRO PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,01-08-16,Rajasthan,2000000,509900,1100,"Agriculture, hunting and related service activities","C/O JAGNATH DILAWAR S/O BIRDHI LAL INDRA AWAS COLONY, JALWADA BARAN , Baran Unclassified RJ 325218",RoC-Jaipur,ramjharfpo@gmail.com,31-03-20,31-03-20
U01100RJ2016PTC055657,KUNJAL DAIRY & AGRO PRODUCTS PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,03-08-16,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","VILLAGE BHANPURA, POST DIDAWATA TEHSIL PHAGI, DISTRICT JAIPUR JAIPUR , Jaipur Unclassified RJ 303006",RoC-Jaipur,kunjaldairyjpr@live.com,31-03-20,31-03-20
U01100RJ2016PTC055662,HIGHWAY AGRO INDIA PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,03-08-16,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","A-37, SHASTRI NAGAR NEAR BANK OF BARODA CHHABRA , Baran Unclassified RJ 325220",RoC-Jaipur,highwayagro.india@gmail.com,31-03-20,31-03-20
U01100RJ2016PTC055680,JAI BHAVANI FARMER PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,04-08-16,Rajasthan,500000,100000,1100,"Agriculture, hunting and related service activities","C/o Mamta w/o Vimal Meena Village - Gurajniya, Tehsil - Nainwa Nainwa , Bundi Unclassified RJ 323801",RoC-Jaipur,yogendra.kumar@isapindia.org,31-03-19,31-03-18
U01100RJ2016PTC055687,BADA KE BALAJI AGRO PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,05-08-16,Rajasthan,1500000,447500,1100,"Agriculture, hunting and related service activities","C/O MADAN LAL S/O RAMKALYAN, VILLAGE BADAN TH. BARAN BARAN , Baran Unclassified RJ 325222",RoC-Jaipur,badakebalajifpo@gmail.com,31-03-20,31-03-20
U01100RJ2016PTC055750,GURUGORAKH NATH FARMER PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,16-08-16,Rajasthan,1500000,100000,1100,"Agriculture, hunting and related service activities","Plot No. 156, Ward No. 17, Bhartiya Aspatal Road, Near Uco Bank, Churu Churu , Churu Unclassified RJ 331001",RoC-Jaipur,sarojchuru2016@gmail.com,31-03-20,31-03-20
U01100RJ2016PTC055793,SAROLI DEORAWAS FARMER PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,23-08-16,Rajasthan,500000,256400,1100,"Agriculture, hunting and related service activities","C/O NARAIN S/O RAM NATH VILLAGE DEORAWAS, TH. DEOLI TONK , Tonk Unclassified RJ 304802",RoC-Jaipur,sarolideorawasfarmerproducer@gmail.com,31-03-20,31-03-20
U01100RJ2016PTC055814,MEHARIYA AGRO PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,24-08-16,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","PLOT NO 1249,RANI SATI NAGAR KINGS ROAD JAIPUR , Jaipur Unclassified RJ 302019",RoC-Jaipur,K_L_NEHRA@YAHOO.CO.IN,31-03-17,31-03-17
U01100RJ2016PTC055816,RANWA AGRO PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,24-08-16,Rajasthan,5000000,2100000,1100,"Agriculture, hunting and related service activities","L-605, ASHIYANA UMANG JAIPUR , Jaipur Unclassified RJ 302026",RoC-Jaipur,FIIBALAJI2016@GMAIL.COM,31-03-20,31-03-20
U01100RJ2016PTC055843,CHIRAWA FARMER PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,29-08-16,Rajasthan,1000000,616000,1100,"Agriculture, hunting and related service activities","OPP. RAVINDRA ACADEMY SCHOOL, WARD NO. 19, CHAUDHARY COLONY, CHIRAWA , Jhunjhunun Unclassified RJ 333026",RoC-Jaipur,chirawafpo@gmail.com,31-03-20,31-03-20
U01100RJ2016PTC055860,KHANDAR AGRO PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,30-08-16,Rajasthan,500000,100000,1100,"Agriculture, hunting and related service activities","C/o Sri Girraj S/o Prahlad, AVRC Building Khandar Road, Block - Khandar, Village -Bahrawada Khandar , Sawai Madhopur Unclassified RJ 322001",RoC-Jaipur,account@isapindia.org,31-03-19,31-03-18
U01100RJ2016PTC055922,SAMRIDDHI AGRICULTURE PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,07-09-16,Rajasthan,2500000,106000,1100,"Agriculture, hunting and related service activities","Shop No:-3, Near Mali Vas, Veerwada, Pindwara, Sirohi, Sirohi , Sirohi Unclassified RJ 307022",RoC-Jaipur,rj_oza@yahoo.com,31-03-20,31-03-20
U01100RJ2016PTC055946,ROYAL LAKHAN MILK PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,12-09-16,Rajasthan,500000,500000,1100,"Agriculture, hunting and related service activities","P.NO. 190-D 191 KH.NO.25 M. SHAITAN SINGH NAGAR NANDARI jodhpur , Jodhpur Unclassified RJ 342001",RoC-Jaipur,rocfillingmailbox@rediffmail.com,31-03-20,31-03-20
U01100RJ2016PTC056011,KABEER FARMER PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,19-09-16,Rajasthan,500000,100000,1100,"Agriculture, hunting and related service activities","VILLAGE THAILASAR CHURU CHURU , Churu Unclassified RJ 331021",RoC-Jaipur,manjuchuru1969@gmail.com,31-03-20,31-03-20
U01100RJ2016PTC056031,TR FARM & AGRO SEEDS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,20-09-16,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","12, TELEPHONE MOHALLA ODEET, ODIT NAGAUR , Nagaur Unclassified RJ 341306",RoC-Jaipur,t.r.seedsodint@gmail.com,31-03-20,31-03-20
U01100RJ2016PTC056032,LESARDA KISAN AGRO PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,20-09-16,Rajasthan,500000,317500,1100,"Agriculture, hunting and related service activities","WARD NO. 1, KRISHI UPAJ MANDI KE SAMNE, KESORAIPATAN TEHSIL KESORAIPATAN , Bundi Unclassified RJ 323601",RoC-Jaipur,lesardakisanagroproducercompan@gmail.com,31-03-20,31-03-20
U01100RJ2016PTC056043,ARAWALI GOAT PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,21-09-16,Rajasthan,2500000,204150,1100,"Agriculture, hunting and related service activities","1/33, HOUSING BOARD COLONY, B/H PINDWARA COURT, PINDWARA , SIROHI SIROHI , Sirohi Unclassified RJ 307022",RoC-Jaipur,ceo.agpcl@gmail.com,31-03-20,31-03-20
U01100RJ2016PTC056095,NATURELSA ORGANIC FERTILIZERS PRIVATELIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,27-09-16,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","SHOP NO. 9, SARVANAND MARKET BARAFKHANA, JAWAHAR NAGAR ROAD, JAIPUR , Jaipur Unclassified RJ 302004",RoC-Jaipur,csravitirthani@gmail.com,NA,NA
U01100RJ2016PTC056134,CHIPABAROD LAHSUN AGRO PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,03-10-16,Rajasthan,1000000,521300,1100,"Agriculture, hunting and related service activities","C/O RAMBHARAT MEENA S/O KANWAR LAL MEENA, IKLERA NAKA, TH. CHIPABAROD BARAN , Baran Unclassified RJ 325221",RoC-Jaipur,chippabarodfpo@gmail.com,31-03-20,31-03-20
U01100RJ2016PTC056277,BARMER THAR PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,25-10-16,Rajasthan,500000,500000,1100,"Agriculture, hunting and related service activities","C/O SURE CAMPUS, POST BIJRAD, TH. CHOHTAN BARMER , Barmer Unclassified RJ 344702",RoC-Jaipur,rocfillingmailbox@rediffmail.com,NA,NA
U01100RJ2016PTC056293,PARTH FARMERS PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,28-10-16,Rajasthan,2500000,938300,1100,"Agriculture, hunting and related service activities","VILLAGE GIRDHARPURA POST BINJARI TEHSIL CHAUTH KA BARWARA SAWAI MADHOPUR , Sawai Madhopur Unclassified RJ 322702",RoC-Jaipur,parthfpcl293@gmail.com,31-03-20,31-03-20
U01100RJ2016PTC056302,SHRINAKODA AGROPRODUCT PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,01-11-16,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","GUGLA MAGRA, AAPNI DHANI, PRATAP NAGAR UDAIPUR , Udaipur Unclassified RJ 313001",RoC-Jaipur,jain.printer@gmail.com,31-03-20,31-03-20
U01100RJ2016PTC056343,DR. REDDY'S BAB BIO LABS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,08-11-16,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","315 , UNNATI TOWER, CENTRAL SPINE VIDYADHAR NAGAR JAIPUR , Jaipur Unclassified RJ 302023",RoC-Jaipur,DIRECTOR@BHASKARAAGRIBUSINESSES.COM,NA,NA
U01100RJ2016PTC056462,M.D.POMEGRANATE PLANTATION INDIA PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,05-12-16,Rajasthan,2500000,2500000,1100,"Agriculture, hunting and related service activities","S-201,472, JANPATH RANI SATI NAGAR, NIRMAN NAGAR JAIPUR , Jaipur Unclassified RJ 302019",RoC-Jaipur,ratan@dileep.in,31-03-20,31-03-20
U01100RJ2016PTC056473,KISAAN 2 KISAAN PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,05-12-16,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","WARD NO. 20, IN FRONT OF VIDHA NIKETAN SCHOOL NEW LINE MAHVEER CHOWK, GANGASHAHAR BIKANER , Bikaner Unclassified RJ 334401",RoC-Jaipur,PREMSHARMA.JKBS@GMAIL.COM,NA,NA
U01100RJ2016PTC056477,SHREE AGRI SYSTEMS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,06-12-16,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","208, SUNNY MART, NEW ATISH MARKET MANSAROVAR JAIPUR , Jaipur Unclassified RJ 302020",RoC-Jaipur,aquamansystem@yahoo.com,31-03-20,31-03-20
U01100RJ2016PTC056503,JEEVAN PRABHAT AGRO PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,09-12-16,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","P.NO. 35-I SHIV NAGAR, BHADHARNA JAIPUR , Jaipur Unclassified RJ 302013",RoC-Jaipur,naveensharma@arshiaagro.co.in,NA,NA
U01100RJ2016PTC056537,INVA CROP SCIENCE INDIA PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,15-12-16,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","G 1/13, LIC FLATS, SECTOR-2, POLICE STATION, VIDYADHAR NAGAR JAIPUR , Jaipur Unclassified RJ 302039",RoC-Jaipur,sunilshukla19612@yahoo.com,31-03-18,31-03-18
U01100RJ2016PTC056607,KOTA HONEY PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,22-12-16,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","C/O KALU LAL S/O RAM CHANDRA VILLAGE DANGAWAD SULTANPUR KOTA , Kota Unclassified RJ 325203",RoC-Jaipur,mahendra6936@gmail.com,NA,NA
U01100RJ2017NPL059263,SHASYA AGRICULTURAL FOUNDATION,Active,Private,Company limited by Shares,Non-govt company,10-10-17,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","710 SONI PARIS POINT NEAR COLLECTRATE CIRCLE, BANI PARK JAIPUR JAIPUR , Jaipur Unclassified RJ 302016",RoC-Jaipur,katariaca@yahoo.co.in,31-03-20,31-03-20
U01100RJ2017OPC058275,SUNY BIOTECH (OPC) PRIVATE LIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,09-06-17,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","9, NEAR AVM SCHOOL, DAUSA (M) JAIPUR ROAD DAUSA , Dausa Unclassified RJ 303303",RoC-Jaipur,girrajs37@gmail.com,NA,NA
U01100RJ2017PTC056779,THAR INDIA PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,12-01-17,Rajasthan,500000,100000,1100,"Agriculture, hunting and related service activities","C.M Plaza, 2nd Floor, Near Anjani Complex Opp, Tehsil office Shridungargarh , Bikaner Unclassified RJ 331803",RoC-Jaipur,tharindiasystem@gmail.com,31-03-20,31-03-20
U01100RJ2017PTC056832,GANGAUR REAL AGRO (I) PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,17-01-17,Rajasthan,1000000,100000,1100,"Agriculture, hunting and related service activities","H.NO. 12, AHINSAPURI, OLD, FATEHPURA, UDAIPUR UDAIPUR , Udaipur Unclassified RJ 313001",RoC-Jaipur,anilhinger.7@gmail.com,31-03-20,31-03-20
U01100RJ2017PTC056836,LADPURA KISAN AGRO PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,17-01-17,Rajasthan,2000000,1134700,1100,"Agriculture, hunting and related service activities","C/O CHHITAR LAL S/O KISHOR JI, VILLAGE KAITHUN KOTA , Kota Unclassified RJ 325001",RoC-Jaipur,ladpurakisanagroproducer@gmail.com,31-03-20,31-03-20
U01100RJ2017PTC056837,MADHORAJPURA KISAN AGRO PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,17-01-17,Rajasthan,1000000,967050,1100,"Agriculture, hunting and related service activities","C/O RAMPRASHAD RATHORE S/O MOOLCHAND, WARD NO. 17, MATRA PETROL PUMP KE SAMNE, KESORAIPATAN, TEHSIL KESORAIPATAN , Bundi Unclassified RJ 323601",RoC-Jaipur,madhorajpurakisanagroproducer@gmail.com,31-03-20,31-03-20
U01100RJ2017PTC056893,PIPALIYA AGRO PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,24-01-17,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","C/O JORA RAM S/O PANNA RAM, PIPALIYA KI DHANI TH. ROHAT PALI , Pali Unclassified RJ 306421",RoC-Jaipur,bhooraramjchoudhary@gmail.com,31-03-18,31-03-18
U01100RJ2017PTC056941,MALI CHETRI ROSE PRODUCTS PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,01-02-17,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","BUS STAND KHAMNOR NATHDWARA , Rajsamand Unclassified RJ 313322",RoC-Jaipur,malichetrirose@gmail.com,31-03-18,31-03-18
U01100RJ2017PTC057138,VIGHNESH PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,07-02-17,Rajasthan,500000,500000,1100,"Agriculture, hunting and related service activities","HOUSE NO.13, RAGHUNATHPURI-FIRST, SANGANER, JAIPUR , Jaipur Unclassified RJ 302033",RoC-Jaipur,ss.peepliwal@gmail.com,NA,NA
U01100RJ2017PTC057210,S.B.J. FARMING PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,15-02-17,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","F-107, SHREE CLOTH MARKET PUR ROAD BHILWARA , Bhilwara Unclassified RJ 311001",RoC-Jaipur,jkjain8844@gmail.com,NA,NA
U01100RJ2017PTC057225,JAIVIK DAIRY AND FOOD PRODUCTS PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,16-02-17,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","MAIN HIGHWAY , NH-11C ACHROL TH. AMBER DIStt. JAIPUR , Jaipur Unclassified RJ 303002",RoC-Jaipur,dpmeena1983@gmail.com,NA,NA
U01100RJ2017PTC057249,SHREE BANGERJI ORGANIC FARMING PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,20-02-17,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","F-107, SHREE CLOTH MARKET PUR ROAD BHILWARA , Bhilwara Unclassified RJ 311001",RoC-Jaipur,bangerji@gmail.com,NA,NA
U01100RJ2017PTC057256,R.A.B. ORGANIC FARMS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,20-02-17,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","A-14, VSP NAGAR, BHILWARA , Bhilwara Unclassified RJ 311001",RoC-Jaipur,jkjain8844@gmail.com,NA,NA
U01100RJ2017PTC057261,AVNITHA DEVELOPMENT PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,21-02-17,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","1138, KALU RAMJI KI BADI, GARIYAWAS UDAIPUR , Udaipur Unclassified RJ 313002",RoC-Jaipur,m.sharma617@gmail.com,NA,NA
U01100RJ2017PTC057271,ANRI AGRO FOOD AND PRODUCTS PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,21-02-17,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","A-14 VSP NAGAR, BHILWARA , Bhilwara Unclassified RJ 311001",RoC-Jaipur,jkjain8844@gmail.com,NA,NA
U01100RJ2017PTC057344,DESERT SPLENDOUR JOJOBA OIL PLANTATIONPRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,01-03-17,Rajasthan,500000,100000,1100,"Agriculture, hunting and related service activities","OPP. BIKANER TILES FACTORY BEHIND SURAJ TAKIES, RANI BAZAR BIKANER , Bikaner Unclassified RJ 334401",RoC-Jaipur,rakesh.kukar@gmail.com,NA,NA
U01100RJ2017PTC057408,MAJESTIC CROP SCIENCE PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,06-03-17,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","269 MANJI KA HATHA PATRIKA JODHPUR , Jodhpur Unclassified RJ 342006",RoC-Jaipur,majesticcrop@gmail.com,31-03-20,31-03-20
U01100RJ2017PTC057414,JAY AGROCARE AND CHEMICALS PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,07-03-17,Rajasthan,500000,500000,1100,"Agriculture, hunting and related service activities","CHAK - 4 PBN, NEAR KALIBANGA CHOWK PILIBANGA , Hanumangarh Unclassified RJ 335803",RoC-Jaipur,acsc@live.in,31-03-20,31-03-20
U01100RJ2017PTC057461,BN AGRO INDIA PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,10-03-17,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","C/O SUNITA MANISH VIJAYVARGIYA SOMANI BAUG, KAPASAN CHITTORGARH , Chittorgarh Unclassified RJ 312204",RoC-Jaipur,07750151.sudhirvijayvergiya@gmail.com,31-03-20,31-03-20
U01100RJ2017PTC057493,PICA AGRO FARM RESEARCH PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,16-03-17,Rajasthan,2000000,2000000,1100,"Agriculture, hunting and related service activities","VILLAGE JAGATSIROMANIPURA POST MUHANA, TEHSIL SANGANER JAIPUR , Jaipur Unclassified RJ 302029",RoC-Jaipur,vds.muhana@gmail.com,31-03-20,31-03-20
U01100RJ2017PTC057552,BOOSTUP AGRITECH PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,23-03-17,Rajasthan,1000000,100000,1100,"Agriculture, hunting and related service activities","A-337 CHITRAKUT NAGAR, BHUWANA UDAIPUR , Udaipur Unclassified RJ 313001",RoC-Jaipur,greenbucks.sunil@gmail.com,NA,NA
U01100RJ2017PTC057591,SHINING FARMS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,28-03-17,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","109, PREMPURA NEAR JHARKHAND MAHADEV MANDIR, VAISHALI NAGAR, JAIPUR , Jaipur Unclassified RJ 302021",RoC-Jaipur,shankarlalchopra4@gmail.com,31-03-17,31-03-17
U01100RJ2017PTC057621,MUTUAL AGRO PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,30-03-17,Rajasthan,1000000,500000,1100,"Agriculture, hunting and related service activities","V.P.O. - KESARDESAR JATAN BIKANER , Bikaner Unclassified RJ 334201",RoC-Jaipur,ramratan214@gmail.com,31-03-20,31-03-20
U01100RJ2017PTC057622,NIMBAHERA FARMERS PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,30-03-17,Rajasthan,10000,10000,1100,"Agriculture, hunting and related service activities","Hira Lal Teli, Bangera Ghata, Girol, Bangreda Ghata , Chittorgarh Unclassified RJ 312601",RoC-Jaipur,nfpcl.2017@gmail.com,31-03-20,31-03-20
U01100RJ2017PTC057653,RIAN ORGANIC FARMING PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,05-04-17,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","A-14 VSP NAGAR, BHILWARA , Bhilwara Unclassified RJ 311001",RoC-Jaipur,jkjain8844@gmail.com,NA,NA
U01100RJ2017PTC057666,A.R.B. AGRICULTURE AND FARMING PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,06-04-17,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","F-107, SHREE CLOTH MARKET PUR ROAD BHILWARA , Bhilwara Unclassified RJ 311001",RoC-Jaipur,jkjain8844@gmail.com,NA,NA
U01100RJ2017PTC057688,BANGER ORGANIC HUB PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,07-04-17,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","F-107, SHREE CLOTH MARKET PUR ROAD BHILWARA , Bhilwara Unclassified RJ 311001",RoC-Jaipur,jkjain8844@gmail.com,NA,NA
U01100RJ2017PTC057695,YELLOW 2 GREEN ORGANIC PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,10-04-17,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","FLAT NO.201, VAISHALI TOWER -II NURSERY CIRCLE, VAISHALI NAGAR, JAIPUR , Jaipur Unclassified RJ 302021",RoC-Jaipur,punamtomar50@yahoo.com,31-03-20,31-03-20
U01100RJ2017PTC057943,HARYANT BIOTECH PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,03-05-17,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","VILLAGE KOTHIYA TAHASIL PHULIA KALAN BHILWARA , Bhilwara Unclassified RJ 311023",RoC-Jaipur,jaink1807@gmail.com,NA,NA
